genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
cobinning_cage_treat_C12F4OP_subsam_contigs.fasta_bin.3	2182	2047	46	family	0.96	0.9	0.06	0.17	0.44	0.64	0.58	True
cobinning_cage_treat_C12F5CD_subsam_contigs.fasta_bin.1	4023	3755	791	genus	0.83	0.77	0.17	0.55	2.99	0.68	0.52	True
cobinning_cage_treat_C12F5CR_subsam_contigs.fasta_bin.15	3054	2947	242	family	0.94	0.91	0.26	0.08	0.18	0.95	0.86	True
cobinning_cage_treat_C12F5HT_subsam_contigs.fasta_bin.14	1807	1776	40	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
cobinning_cage_treat_C12F5HT_subsam_contigs.fasta_bin.15	1944	1881	45	kingdom	1.0	0.97	0.0	0.0	0.0	0.92	0.89	True
cobinning_cage_treat_C12F5OP_subsam_contigs.fasta_bin.11	2699	2504	497	class	0.96	0.89	0.26	0.34	0.82	0.77	0.69	True
cobinning_cage_treat_C12F5OP_subsam_contigs.fasta_bin.8	4164	3768	318	genus	0.74	0.67	0.18	0.61	3.47	0.72	0.48	True
cobinning_long_C03M1CD_subsam_contigs.fasta_bin.10	3751	3501	97	genus	0.75	0.7	0.05	0.59	3.47	0.65	0.46	True
cobinning_long_C03M1CD_subsam_contigs.fasta_bin.22	2645	2429	599	class	0.97	0.89	0.33	0.38	0.89	0.76	0.67	True
cobinning_long_C03M1CR_subsam_contigs.fasta_bin.5	2489	2347	504	class	0.98	0.92	0.28	0.34	0.82	0.78	0.71	True
cobinning_long_C03M1OP_subsam_contigs.fasta_bin.17	3260	2998	201	class	0.94	0.86	0.15	0.18	0.42	0.66	0.57	True
cobinning_long_C03M1OP_subsam_contigs.fasta_bin.25	4005	3897	296	genus	0.91	0.88	0.31	0.12	0.28	0.96	0.85	True
cobinning_long_C03M2CD_subsam_contigs.fasta_bin.19	3862	3619	79	genus	0.78	0.73	0.05	0.65	3.63	0.7	0.51	True
cobinning_long_C03M2CD_subsam_contigs.fasta_bin.3	2390	2283	219	class	0.97	0.93	0.2	0.33	0.8	0.78	0.72	True
cobinning_long_C03M2CD_subsam_contigs.fasta_bin.33	3568	3390	147	genus	0.79	0.75	0.15	0.22	0.61	0.77	0.58	True
cobinning_long_C03M2CR_subsam_contigs.fasta_bin.3	3116	2960	71	class	0.95	0.91	0.1	0.36	0.85	0.66	0.6	True
cobinning_long_C03M2HR_subsam_contigs.fasta_bin.27	3077	2870	252	class	0.94	0.88	0.12	0.16	0.37	0.66	0.57	True
cobinning_long_C03M3CD_subsam_contigs.fasta_bin.19	3941	3684	253	family	0.88	0.82	0.11	0.33	1.1	0.67	0.55	True
cobinning_long_C03M3CD_subsam_contigs.fasta_bin.3	2830	2678	298	class	0.96	0.91	0.23	0.36	0.85	0.66	0.6	True
cobinning_long_C03M3HT_subsam_contigs.fasta_bin.31	1410	1187	24	order	0.82	0.69	0.05	0.45	1.23	0.52	0.36	True
cobinning_long_C03M3HT_subsam_contigs.fasta_bin.8	2699	2536	152	class	0.97	0.91	0.13	0.36	0.86	0.77	0.69	True
cobinning_long_C03M3HT_subsam_contigs.fasta_bin.9	2724	2582	489	genus	0.84	0.79	0.45	0.04	0.09	0.84	0.67	False
cobinning_long_C03M3OP_subsam_contigs.fasta_bin.15	1821	1454	5	order	0.86	0.69	0.01	0.4	1.38	0.52	0.36	True
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.11	3455	3360	144	genus	0.85	0.83	0.11	0.35	1.2	0.8	0.67	True
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.14	2904	2731	604	genus	0.79	0.74	0.18	0.64	3.33	0.7	0.52	True
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.19	2576	2445	215	genus	0.79	0.75	0.14	0.48	1.93	0.68	0.51	True
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.21	2604	2425	122	order	0.97	0.9	0.2	0.1	0.21	0.8	0.72	True
cobinning_long_C03M4CR_subsam_contigs.fasta_bin.36	1430	1221	31	family	0.78	0.66	0.01	0.71	3.81	0.52	0.35	True
cobinning_long_C03M4HT_subsam_contigs.fasta_bin.12	2840	2523	334	genus	0.46	0.41	0.15	0.82	7.19	0.57	0.23	True
cobinning_long_C03M4OP_subsam_contigs.fasta_bin.6	4066	3853	284	genus	0.76	0.72	0.16	0.68	3.89	0.69	0.49	True
cobinning_long_C03M5CR_subsam_contigs.fasta_bin.4	3518	3334	80	family	0.93	0.88	0.12	0.09	0.2	0.79	0.69	True
cobinning_long_C05M1CD_subsam_contigs.fasta_bin.2	3955	3772	73	genus	0.75	0.72	0.09	0.35	1.15	0.73	0.52	True
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.10	2073	1941	120	family	0.95	0.89	0.09	0.14	0.33	0.67	0.6	True
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.17	2310	2174	444	genus	0.83	0.78	0.32	0.12	0.28	0.75	0.59	True
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.18	4341	4051	96	order	0.92	0.86	0.08	0.03	0.06	0.66	0.57	True
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.2	2280	2159	384	class	0.98	0.93	0.23	0.31	0.75	0.78	0.72	True
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.22	2136	1978	53	family	0.94	0.87	0.02	0.25	0.67	0.65	0.56	True
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.24	4603	4473	132	genus	0.92	0.9	0.17	0.06	0.13	0.96	0.86	True
cobinning_long_C05M1CR_subsam_contigs.fasta_bin.4	1627	1318	48	order	0.88	0.71	0.06	0.17	0.42	0.52	0.37	True
cobinning_long_C05M1OP_subsam_contigs.fasta_bin.24	2725	2542	506	class	0.97	0.91	0.36	0.35	0.84	0.77	0.7	True
cobinning_long_C05M2CR_subsam_contigs.fasta_bin.14	3763	3452	212	class	0.98	0.9	0.26	0.3	0.78	0.65	0.58	True
cobinning_long_C05M2CR_subsam_contigs.fasta_bin.29	2447	2350	44	genus	0.92	0.89	0.11	0.09	0.19	0.76	0.67	True
cobinning_long_C05M2OP_subsam_contigs.fasta_bin.16	2371	2182	467	genus	0.71	0.65	0.16	0.56	2.62	0.67	0.44	True
cobinning_long_C05M3HR_subsam_contigs.fasta_bin.16	2107	1932	108	genus	0.88	0.81	0.11	0.18	0.45	0.65	0.53	True
cobinning_long_C05M3HR_subsam_contigs.fasta_bin.5	3719	3648	102	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
cobinning_long_C05M3HR_subsam_contigs.fasta_bin.7	4335	4111	304	genus	0.74	0.71	0.12	0.62	3.42	0.68	0.48	True
cobinning_long_C05M4CD_subsam_contigs.fasta_bin.3	2711	2600	463	genus	0.84	0.81	0.51	0.03	0.05	0.87	0.7	False
cobinning_long_C05M4HR_subsam_contigs.fasta_bin.25	3722	3504	84	genus	0.79	0.74	0.05	0.52	2.54	0.67	0.5	True
cobinning_long_C05M4OP_subsam_contigs.fasta_bin.17	2409	2230	162	genus	0.9	0.83	0.16	0.15	0.35	0.67	0.56	True
cobinning_long_C05M5CD_subsam_contigs.fasta_bin.1	1815	1494	37	class	0.87	0.72	0.09	0.44	1.36	0.51	0.37	True
cobinning_long_C05M5CD_subsam_contigs.fasta_bin.25	1592	1356	74	genus	0.56	0.48	0.08	0.51	2.51	0.52	0.25	True
cobinning_long_C05M5CR_subsam_contigs.fasta_bin.12	2524	2351	206	class	0.96	0.89	0.16	0.34	0.82	0.77	0.68	True
cobinning_long_C05M5CR_subsam_contigs.fasta_bin.31	2318	2163	45	family	0.94	0.88	0.03	0.16	0.41	0.64	0.57	True
cobinning_long_C05M5CR_subsam_contigs.fasta_bin.7	2263	2163	51	class	0.94	0.9	0.04	0.19	0.43	0.65	0.58	True
cobinning_long_C05M5OP_subsam_contigs.fasta_bin.23	2806	2588	40	family	0.95	0.88	0.07	0.11	0.25	0.78	0.69	True
cobinning_long_C06M1CD_subsam_contigs.fasta_bin.10	4500	4133	269	genus	0.72	0.66	0.14	0.43	1.83	0.7	0.46	True
cobinning_long_C06M1HR_subsam_contigs.fasta_bin.2	3756	3574	130	genus	0.81	0.77	0.11	0.25	0.71	0.76	0.59	True
cobinning_long_C06M1OP_subsam_contigs.fasta_bin.18	3536	3345	875	genus	0.83	0.78	0.17	0.55	2.94	0.68	0.53	True
cobinning_long_C06M2CD_subsam_contigs.fasta_bin.16	1695	1641	11	family	0.94	0.91	0.04	0.06	0.12	0.77	0.7	True
cobinning_long_C06M2CD_subsam_contigs.fasta_bin.21	3899	3750	118	kingdom	1.0	0.96	0.0	0.0	0.0	0.91	0.88	True
cobinning_long_C06M2CR_subsam_contigs.fasta_bin.21	2433	2233	96	family	0.94	0.86	0.09	0.19	0.5	0.65	0.56	True
cobinning_long_C06M2HR_subsam_contigs.fasta_bin.16	2043	1907	101	family	0.94	0.88	0.09	0.19	0.48	0.66	0.59	True
cobinning_long_C06M2OP_subsam_contigs.fasta_bin.13	4727	4602	597	genus	0.84	0.82	0.38	0.18	0.42	0.95	0.77	True
cobinning_long_C06M3HT_subsam_contigs.fasta_bin.6	1801	1479	48	order	0.86	0.71	0.06	0.18	0.46	0.52	0.37	True
cobinning_long_C06M3OP_subsam_contigs.fasta_bin.4	1292	1137	51	genus	0.79	0.69	0.08	0.52	2.36	0.57	0.39	True
cobinning_long_C06M3OP_subsam_contigs.fasta_bin.5	2376	2207	149	family	0.93	0.87	0.13	0.27	0.78	0.66	0.57	True
cobinning_long_C06M4CD_subsam_contigs.fasta_bin.5	2107	2061	82	genus	0.97	0.95	0.5	0.03	0.05	0.96	0.91	False
cobinning_long_C06M4HT_subsam_contigs.fasta_bin.7	2322	2227	36	kingdom	1.0	0.96	0.0	0.0	0.0	0.96	0.92	True
cobinning_long_C06M4OP_subsam_contigs.fasta_bin.12	2528	2410	448	family	0.94	0.9	0.23	0.22	0.55	0.95	0.85	True
cobinning_long_C06M5CR_subsam_contigs.fasta_bin.2	2532	2404	433	class	0.97	0.92	0.27	0.34	0.8	0.78	0.72	True
cobinning_long_C06M5HT_subsam_contigs.fasta_bin.2	3349	3271	60	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
cobinning_long_C06M5HT_subsam_contigs.fasta_bin.3	1877	1563	21	family	0.85	0.71	0.06	0.05	0.09	0.6	0.42	True
cobinning_long_C06M5OP_subsam_contigs.fasta_bin.4	4293	3979	199	genus	0.7	0.65	0.09	0.67	5.28	0.69	0.44	True
cobinning_long_C10F1CD_subsam_contigs.fasta_bin.13	4927	4608	131	class	0.97	0.91	0.12	0.26	0.67	0.66	0.6	True
cobinning_long_C10F1HR_subsam_contigs.fasta_bin.19	1845	1490	246	genus	0.64	0.52	0.22	0.36	1.28	0.55	0.28	True
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.10	2646	2576	59	family	0.94	0.92	0.13	0.08	0.17	0.95	0.87	True
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.11	3662	3568	330	genus	0.91	0.88	0.74	0.05	0.09	0.97	0.86	False
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.33	2775	2570	576	class	0.97	0.9	0.23	0.23	0.56	0.7	0.63	True
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.5	2703	2550	534	class	0.97	0.92	0.31	0.38	0.88	0.78	0.71	True
cobinning_long_C10F1OP_subsam_contigs.fasta_bin.7	3169	3025	110	class	0.96	0.92	0.09	0.05	0.1	0.67	0.62	True
cobinning_long_C10F2CD_subsam_contigs.fasta_bin.3	1928	1632	23	class	0.89	0.75	0.05	0.45	1.43	0.53	0.39	True
cobinning_long_C10F2CR_subsam_contigs.fasta_bin.15	3391	3198	161	class	0.96	0.9	0.27	0.12	0.28	0.74	0.67	True
cobinning_long_C10F2CR_subsam_contigs.fasta_bin.25	3078	2893	549	class	0.97	0.91	0.33	0.43	0.97	0.76	0.69	True
cobinning_long_C10F2HR_subsam_contigs.fasta_bin.12	3062	2866	360	class	0.96	0.9	0.32	0.42	0.95	0.77	0.69	True
cobinning_long_C10F2HT_subsam_contigs.fasta_bin.10	1618	1341	12	phylum	0.93	0.77	0.02	0.29	0.7	0.51	0.39	True
cobinning_long_C10F2OP_subsam_contigs.fasta_bin.10	3346	3164	92	genus	0.71	0.67	0.04	0.73	5.83	0.65	0.44	True
cobinning_long_C10F3CD_subsam_contigs.fasta_bin.24	3565	3381	128	genus	0.81	0.77	0.11	0.23	0.61	0.76	0.59	True
cobinning_long_C10F3CR_subsam_contigs.fasta_bin.18	1966	1915	57	kingdom	1.0	0.97	0.0	0.0	0.0	0.96	0.93	True
cobinning_long_C10F3CR_subsam_contigs.fasta_bin.22	4215	4019	344	class	0.98	0.93	0.14	0.18	0.44	0.69	0.65	True
cobinning_long_C10F3CR_subsam_contigs.fasta_bin.23	4746	4394	236	genus	0.76	0.71	0.13	0.74	4.62	0.69	0.49	True
cobinning_long_C10F3HR_subsam_contigs.fasta_bin.12	3146	2978	93	genus	0.82	0.78	0.05	0.56	2.89	0.67	0.52	True
cobinning_long_C10F3HT_subsam_contigs.fasta_bin.12	2174	2075	28	genus	0.92	0.88	0.14	0.06	0.12	0.73	0.64	True
cobinning_long_C10F3OP_subsam_contigs.fasta_bin.7	2139	2034	71	genus	0.93	0.88	0.18	0.07	0.15	0.77	0.68	True
cobinning_long_C10F4CD_subsam_contigs.fasta_bin.8	2126	2010	481	class	0.98	0.93	0.28	0.32	0.78	0.78	0.73	True
cobinning_long_C10F4HR_subsam_contigs.fasta_bin.25	3790	3521	99	genus	0.8	0.74	0.06	0.53	2.61	0.68	0.51	True
cobinning_long_C10F4OP_subsam_contigs.fasta_bin.25	1606	1305	87	class	0.96	0.78	0.07	0.41	1.32	0.58	0.45	True
cobinning_long_C10F5CD_subsam_contigs.fasta_bin.10	2757	2592	343	family	0.92	0.86	0.29	0.24	0.68	0.74	0.64	True
cobinning_long_C10F5CR_subsam_contigs.fasta_bin.18	4496	4274	171	genus	0.84	0.8	0.12	0.4	1.34	0.8	0.64	True
cobinning_long_C10F5CR_subsam_contigs.fasta_bin.24	3865	3694	118	family	0.94	0.9	0.11	0.1	0.24	0.76	0.68	True
cobinning_long_C10F5HR_subsam_contigs.fasta_bin.27	4555	4428	621	genus	0.9	0.87	0.36	0.15	0.35	0.96	0.84	True
cobinning_long_C10F5OP_subsam_contigs.fasta_bin.4	3453	3282	534	class	0.95	0.9	0.18	0.03	0.06	0.66	0.6	True
cobinning_long_C11F1CD_subsam_contigs.fasta_bin.19	2927	2823	478	genus	0.85	0.82	0.36	0.14	0.33	0.83	0.68	True
cobinning_long_C11F1CD_subsam_contigs.fasta_bin.22	4330	3999	237	genus	0.76	0.71	0.15	0.67	3.87	0.7	0.49	True
cobinning_long_C11F1CR_subsam_contigs.fasta_bin.1	4181	4084	621	family	0.97	0.95	0.34	0.17	0.39	0.96	0.91	True
cobinning_long_C11F1CR_subsam_contigs.fasta_bin.18	3534	3306	64	genus	0.75	0.7	0.06	0.68	3.67	0.69	0.49	True
cobinning_long_C11F1OP_subsam_contigs.fasta_bin.24	2742	2578	680	class	0.97	0.92	0.36	0.37	0.87	0.78	0.71	True
cobinning_long_C11F2CR_subsam_contigs.fasta_bin.6	4461	4427	58	genus	0.95	0.94	0.02	0.31	0.75	0.99	0.93	True
cobinning_long_C11F2HR_subsam_contigs.fasta_bin.6	4437	4136	130	class	0.93	0.87	0.11	0.02	0.04	0.65	0.56	True
cobinning_long_C11F2HR_subsam_contigs.fasta_bin.7	2206	2071	48	family	0.96	0.9	0.05	0.17	0.45	0.64	0.58	True
cobinning_long_C11F3HR_subsam_contigs.fasta_bin.6	2266	2178	312	order	0.98	0.94	0.26	0.27	0.65	0.79	0.74	True
cobinning_long_C11F3HT_subsam_contigs.fasta_bin.2	2098	1971	39	family	0.93	0.88	0.05	0.37	0.97	0.68	0.59	True
cobinning_long_C11F3OP_subsam_contigs.fasta_bin.7	4704	4452	426	family	0.93	0.88	0.22	0.12	0.28	0.76	0.67	True
cobinning_long_C11F4CR_subsam_contigs.fasta_bin.5	2244	2074	112	genus	0.93	0.86	0.09	0.25	0.72	0.66	0.57	True
cobinning_long_C11F4OP_subsam_contigs.fasta_bin.26	3124	2952	79	genus	0.74	0.7	0.08	0.38	1.47	0.7	0.49	True
cobinning_long_C11F4OP_subsam_contigs.fasta_bin.6	3272	3066	616	genus	0.74	0.69	0.25	0.4	1.6	0.69	0.48	True
cobinning_long_C11F5CR_subsam_contigs.fasta_bin.13	3464	3362	395	genus	0.84	0.82	0.18	0.35	1.19	0.79	0.65	True
cobinning_long_C11F5CR_subsam_contigs.fasta_bin.27	2878	2692	113	class	0.96	0.9	0.25	0.02	0.04	0.77	0.69	True
cobinning_long_C11F5HT_subsam_contigs.fasta_bin.14	2684	2482	443	class	0.96	0.89	0.27	0.37	0.87	0.76	0.68	True
cobinning_long_C11F5HT_subsam_contigs.fasta_bin.3	4603	4292	192	family	0.92	0.86	0.1	0.15	0.37	0.71	0.61	True
cobinning_long_C11F5HT_subsam_contigs.fasta_bin.4	3021	2782	223	genus	0.71	0.65	0.15	0.61	3.41	0.65	0.43	True
cobinning_long_C11F5OP_subsam_contigs.fasta_bin.11	2942	2716	56	genus	0.83	0.76	0.23	0.04	0.07	0.81	0.62	True
cobinning_long_C11F5OP_subsam_contigs.fasta_bin.31	3743	3354	219	genus	0.77	0.69	0.14	0.57	2.04	0.66	0.46	True
cobinning_long_C11F5OP_subsam_contigs.fasta_bin.6	2557	2393	23	genus	0.92	0.86	0.05	0.11	0.25	0.72	0.62	True
cobinning_long_C12F1OP_subsam_contigs.fasta_bin.5	3464	3274	94	genus	0.78	0.73	0.04	0.6	3.67	0.66	0.48	True
cobinning_long_C12F3CR_subsam_contigs.fasta_bin.15	4146	3584	819	class	0.93	0.8	0.28	0.04	0.08	0.63	0.51	True
cobinning_long_C12F3CR_subsam_contigs.fasta_bin.18	2579	2458	223	order	0.98	0.93	0.2	0.34	0.8	0.77	0.72	True
cobinning_long_C12F3CR_subsam_contigs.fasta_bin.33	3363	3215	78	class	0.96	0.92	0.11	0.28	0.69	0.67	0.62	True
cobinning_long_C12F3HR_subsam_contigs.fasta_bin.8	4456	4170	182	genus	0.77	0.72	0.14	0.35	1.06	0.76	0.54	True
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.15	1740	1482	29	phylum	0.95	0.81	0.04	0.28	0.72	0.52	0.42	True
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.16	2972	2810	629	order	0.97	0.92	0.41	0.39	0.91	0.77	0.7	True
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.28	3281	3217	88	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.95	True
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.3	3056	2943	837	genus	0.88	0.85	0.7	0.04	0.07	0.96	0.81	False
cobinning_long_C12F3HT_subsam_contigs.fasta_bin.5	2719	2497	116	family	0.92	0.84	0.09	0.26	0.75	0.64	0.54	True
cobinning_long_C12F3OP_subsam_contigs.fasta_bin.28	3509	3314	135	genus	0.83	0.78	0.14	0.22	0.57	0.76	0.6	True
cobinning_long_C12F4HR_subsam_contigs.fasta_bin.18	3392	3102	157	class	0.94	0.86	0.1	0.17	0.39	0.65	0.56	True
cobinning_long_C12F5CD_subsam_contigs.fasta_bin.12	3641	3422	679	genus	0.83	0.78	0.17	0.56	3.08	0.68	0.53	True
cobinning_long_C12F5CD_subsam_contigs.fasta_bin.18	2397	2296	33	family	0.93	0.89	0.09	0.17	0.41	0.74	0.66	True
cobinning_long_C12F5CR_subsam_contigs.fasta_bin.17	3786	3490	152	class	0.96	0.89	0.17	0.33	0.8	0.68	0.6	True
cobinning_long_C12F5CR_subsam_contigs.fasta_bin.6	3615	3440	76	genus	0.87	0.83	0.06	0.35	0.97	0.81	0.67	True
cobinning_long_C12F5HT_subsam_contigs.fasta_bin.15	2630	2475	593	class	0.97	0.91	0.39	0.39	0.91	0.77	0.7	True
cobinning_long_C12F5HT_subsam_contigs.fasta_bin.6	1886	1826	38	kingdom	1.0	0.97	0.0	0.0	0.0	0.92	0.89	True
cobinning_long_C12F5HT_subsam_contigs.fasta_bin.8	1844	1812	40	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
cobinning_long_C12F5OP_subsam_contigs.fasta_bin.20	2861	2590	175	class	0.95	0.86	0.13	0.2	0.47	0.67	0.57	True
cobinning_long_C12F5OP_subsam_contigs.fasta_bin.4	4154	3902	79	genus	0.76	0.71	0.06	0.53	2.64	0.69	0.49	True
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.12	3659	3439	100	family	0.93	0.87	0.24	0.1	0.23	0.79	0.68	True
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.16	4055	3812	136	genus	0.77	0.72	0.07	0.66	3.74	0.71	0.51	True
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.20	3478	3263	85	genus	0.76	0.71	0.07	0.68	3.7	0.69	0.5	True
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.23	3998	3852	797	kingdom	1.0	0.96	0.0	0.0	0.0	0.92	0.89	True
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.28	3894	3646	472	genus	0.7	0.66	0.13	0.67	5.41	0.69	0.45	True
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.6	4154	3809	130	genus	0.75	0.69	0.05	0.59	3.45	0.65	0.45	True
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.7	2426	2262	545	class	0.97	0.9	0.27	0.34	0.82	0.77	0.7	True
cobinning_treat_C03M1CD_subsam_contigs.fasta_bin.9	1678	1391	7	phylum	0.93	0.77	0.01	0.27	0.66	0.52	0.4	True
cobinning_treat_C03M1CR_subsam_contigs.fasta_bin.14	2420	2283	482	class	0.98	0.92	0.25	0.33	0.78	0.78	0.72	True
cobinning_treat_C03M1CR_subsam_contigs.fasta_bin.16	3505	3208	770	genus	0.83	0.76	0.14	0.57	3.02	0.67	0.5	True
cobinning_treat_C03M1CR_subsam_contigs.fasta_bin.7	1480	1266	84	family	0.78	0.67	0.07	0.72	4.06	0.53	0.35	True
cobinning_treat_C03M1HR_subsam_contigs.fasta_bin.11	2355	2244	41	kingdom	1.0	0.95	0.0	0.0	0.0	0.96	0.91	True
cobinning_treat_C03M1HR_subsam_contigs.fasta_bin.2	1721	1462	245	phylum	0.94	0.8	0.12	0.29	0.73	0.52	0.42	True
cobinning_treat_C03M1HR_subsam_contigs.fasta_bin.8	2968	2721	66	genus	0.92	0.84	0.13	0.12	0.27	0.78	0.66	True
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.1	2392	2327	109	genus	0.93	0.91	0.56	0.03	0.06	0.96	0.87	False
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.11	1699	1645	6	family	0.94	0.91	0.04	0.06	0.12	0.77	0.7	True
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.12	3053	2936	288	genus	0.74	0.71	0.14	0.66	3.47	0.68	0.48	True
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.15	1782	1472	51	order	0.85	0.7	0.06	0.16	0.4	0.52	0.36	True
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.16	2194	2016	71	family	0.93	0.85	0.04	0.25	0.67	0.65	0.55	True
cobinning_treat_C03M1HT_subsam_contigs.fasta_bin.7	2679	2417	182	genus	0.9	0.81	0.2	0.27	0.78	0.67	0.54	True
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.1	4222	4107	359	genus	0.92	0.89	0.29	0.12	0.27	0.97	0.86	True
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.2	2646	2461	453	class	0.97	0.9	0.22	0.33	0.8	0.77	0.7	True
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.24	3140	2898	204	class	0.94	0.87	0.17	0.19	0.43	0.66	0.58	True
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.26	3731	3550	79	genus	0.88	0.84	0.08	0.36	1.03	0.81	0.68	True
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.5	3603	3392	139	genus	0.7	0.66	0.05	0.71	5.36	0.67	0.44	True
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.6	1741	1411	19	order	0.85	0.69	0.03	0.43	1.51	0.52	0.36	True
cobinning_treat_C03M1OP_subsam_contigs.fasta_bin.9	4389	4231	143	genus	0.82	0.79	0.14	0.4	1.48	0.8	0.64	True
cobinning_treat_C05M1CD_subsam_contigs.fasta_bin.26	2502	2387	113	family	0.96	0.91	0.42	0.08	0.19	0.93	0.85	True
cobinning_treat_C05M1CD_subsam_contigs.fasta_bin.28	3735	3466	140	order	0.93	0.87	0.1	0.04	0.08	0.68	0.59	True
cobinning_treat_C05M1CD_subsam_contigs.fasta_bin.4	2472	2288	172	family	0.92	0.85	0.14	0.26	0.73	0.67	0.57	True
cobinning_treat_C05M1CD_subsam_contigs.fasta_bin.8	4222	4017	109	genus	0.76	0.72	0.12	0.34	1.16	0.74	0.53	True
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.19	4554	4228	114	order	0.92	0.85	0.08	0.03	0.06	0.66	0.57	True
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.21	2593	2479	51	family	0.93	0.89	0.1	0.18	0.43	0.74	0.66	True
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.24	1635	1320	50	class	0.9	0.73	0.06	0.18	0.46	0.52	0.38	True
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.25	2094	1994	415	genus	0.86	0.82	0.28	0.08	0.17	0.76	0.62	True
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.29	2562	2421	436	class	0.97	0.92	0.24	0.32	0.78	0.78	0.72	True
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.3	4758	4620	157	genus	0.92	0.89	0.17	0.06	0.14	0.96	0.85	True
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.5	1381	1178	117	class	0.91	0.78	0.11	0.48	1.27	0.56	0.43	True
cobinning_treat_C05M1CR_subsam_contigs.fasta_bin.7	1748	1484	16	order	0.81	0.68	0.06	0.39	1.1	0.51	0.35	True
cobinning_treat_C05M1HR_subsam_contigs.fasta_bin.11	4520	4206	179	genus	0.78	0.73	0.13	0.35	1.12	0.74	0.54	True
cobinning_treat_C05M1HR_subsam_contigs.fasta_bin.13	3438	3357	91	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
cobinning_treat_C05M1HR_subsam_contigs.fasta_bin.15	1509	1201	316	order	0.83	0.66	0.16	0.45	1.35	0.53	0.35	True
cobinning_treat_C05M1HR_subsam_contigs.fasta_bin.6	3176	2974	250	class	0.96	0.9	0.22	0.4	0.93	0.76	0.68	True
cobinning_treat_C05M1HT_subsam_contigs.fasta_bin.10	2369	2209	52	family	0.94	0.88	0.05	0.17	0.42	0.64	0.57	True
cobinning_treat_C05M1HT_subsam_contigs.fasta_bin.20	2586	2369	78	genus	0.93	0.85	0.1	0.26	0.76	0.65	0.55	True
cobinning_treat_C05M1HT_subsam_contigs.fasta_bin.27	3195	3010	140	genus	0.67	0.63	0.13	0.57	2.89	0.7	0.44	True
cobinning_treat_C05M1OP_subsam_contigs.fasta_bin.27	2434	2300	440	class	0.97	0.92	0.31	0.33	0.79	0.78	0.71	True
cobinning_treat_C06M1CD_subsam_contigs.fasta_bin.4	4462	4075	258	genus	0.72	0.66	0.14	0.43	1.84	0.7	0.46	True
